Time_Days	Prod_method	Mean_part_size	Encaps_rate	Hyper_wiener_index	PLGA_conc	PVA_conc_inner_phase	Inner_phase_volume	PLGA_Mw	diss_add_conc	diss_pH	PVA_Mw	PLGA_visc	PLGA_to_Placticizer	PVA_conc_outer_phase	S_no	pH_1_logd	Dreiding_energy	pH_0_logd	Fused_aliphatic_ring_count	C_no	Q_perc
0.0	2	24.5	94.86	-429981997	20.0	2.5	1.0	38000	0.0	7.4	40000	0.45	0.0	0.5	39	0.0	1166699.675	0.0	0	2935	0.0
0.025	2	24.5	94.86	-429981997	20.0	2.5	1.0	38000	0.0	7.4	40000	0.45	0.0	0.5	39	0.0	1166699.675	0.0	0	2935	46.667
0.252	2	24.5	94.86	-429981997	20.0	2.5	1.0	38000	0.0	7.4	40000	0.45	0.0	0.5	39	0.0	1166699.675	0.0	0	2935	69.63
1.008	2	24.5	94.86	-429981997	20.0	2.5	1.0	38000	0.0	7.4	40000	0.45	0.0	0.5	39	0.0	1166699.675	0.0	0	2935	84.074
2.0	2	24.5	94.86	-429981997	20.0	2.5	1.0	38000	0.0	7.4	40000	0.45	0.0	0.5	39	0.0	1166699.675	0.0	0	2935	89.259
3.008	2	24.5	94.86	-429981997	20.0	2.5	1.0	38000	0.0	7.4	40000	0.45	0.0	0.5	39	0.0	1166699.675	0.0	0	2935	92.22200000000001
5.023	2	24.5	94.86	-429981997	20.0	2.5	1.0	38000	0.0	7.4	40000	0.45	0.0	0.5	39	0.0	1166699.675	0.0	0	2935	93.23100000000001
6.011	2	24.5	94.86	-429981997	20.0	2.5	1.0	38000	0.0	7.4	40000	0.45	0.0	0.5	39	0.0	1166699.675	0.0	0	2935	94.154
7.029	2	24.5	94.86	-429981997	20.0	2.5	1.0	38000	0.0	7.4	40000	0.45	0.0	0.5	39	0.0	1166699.675	0.0	0	2935	95.07700000000001
8.016	2	24.5	94.86	-429981997	20.0	2.5	1.0	38000	0.0	7.4	40000	0.45	0.0	0.5	39	0.0	1166699.675	0.0	0	2935	95.538
10.021	2	24.5	94.86	-429981997	20.0	2.5	1.0	38000	0.0	7.4	40000	0.45	0.0	0.5	39	0.0	1166699.675	0.0	0	2935	95.538
11.039000000000001	2	24.5	94.86	-429981997	20.0	2.5	1.0	38000	0.0	7.4	40000	0.45	0.0	0.5	39	0.0	1166699.675	0.0	0	2935	96.462
12.027000000000001	2	24.5	94.86	-429981997	20.0	2.5	1.0	38000	0.0	7.4	40000	0.45	0.0	0.5	39	0.0	1166699.675	0.0	0	2935	98.76899999999999
13.015	2	24.5	94.86	-429981997	20.0	2.5	1.0	38000	0.0	7.4	40000	0.45	0.0	0.5	39	0.0	1166699.675	0.0	0	2935	99.69200000000001
14.032	2	24.5	94.86	-429981997	20.0	2.5	1.0	38000	0.0	7.4	40000	0.45	0.0	0.5	39	0.0	1166699.675	0.0	0	2935	99.69200000000001
18.958	2	24.5	94.86	-429981997	20.0	2.5	1.0	38000	0.0	7.4	40000	0.45	0.0	0.5	39	0.0	1166699.675	0.0	0	2935	100.0
23.958000000000002	2	24.5	94.86	-429981997	20.0	2.5	1.0	38000	0.0	7.4	40000	0.45	0.0	0.5	39	0.0	1166699.675	0.0	0	2935	100.0
