Time_Days	Prod_method	Mean_part_size	Encaps_rate	Hyper_wiener_index	PLGA_conc	PVA_conc_inner_phase	Inner_phase_volume	PLGA_Mw	diss_add_conc	diss_pH	PVA_Mw	PLGA_visc	PLGA_to_Placticizer	PVA_conc_outer_phase	S_no	pH_1_logd	Dreiding_energy	pH_0_logd	Fused_aliphatic_ring_count	C_no	Q_perc
0.0	1	53.62	38.82	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	1.0	2.0	39	-2.2	1166699.675	-2.2	0	2935	0.0
1.129	1	53.62	38.82	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	1.0	2.0	39	-2.2	1166699.675	-2.2	0	2935	25.095
1.935	1	53.62	38.82	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	1.0	2.0	39	-2.2	1166699.675	-2.2	0	2935	29.275
8.065	1	53.62	38.82	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	1.0	2.0	39	-2.2	1166699.675	-2.2	0	2935	34.271
15.0	1	53.62	38.82	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	1.0	2.0	39	-2.2	1166699.675	-2.2	0	2935	38.426
23.065	1	53.62	38.82	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	1.0	2.0	39	-2.2	1166699.675	-2.2	0	2935	41.183
30.0	1	53.62	38.82	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	1.0	2.0	39	-2.2	1166699.675	-2.2	0	2935	43.108000000000004
36.774	1	53.62	38.82	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	1.0	2.0	39	-2.2	1166699.675	-2.2	0	2935	45.033
45.806000000000004	1	53.62	38.82	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	1.0	2.0	39	-2.2	1166699.675	-2.2	0	2935	48.901
49.032	1	53.62	38.82	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	1.0	2.0	39	-2.2	1166699.675	-2.2	0	2935	51.956
57.903	1	53.62	38.82	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	1.0	2.0	39	-2.2	1166699.675	-2.2	0	2935	58.614
65.0	1	53.62	38.82	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	1.0	2.0	39	-2.2	1166699.675	-2.2	0	2935	59.98
0.0	1	62.0	30.98	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	2.0	2.0	39	10.92	1166699.675	10.92	0	2935	0.0
1.002	1	62.0	30.98	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	2.0	2.0	39	10.92	1166699.675	10.92	0	2935	9.126
2.005	1	62.0	30.98	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	2.0	2.0	39	10.92	1166699.675	10.92	0	2935	12.235
8.854	1	62.0	30.98	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	2.0	2.0	39	10.92	1166699.675	10.92	0	2935	13.667
16.038	1	62.0	30.98	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	2.0	2.0	39	10.92	1166699.675	10.92	0	2935	14.89
23.89	1	62.0	30.98	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	2.0	2.0	39	10.92	1166699.675	10.92	0	2935	16.734
29.905	1	62.0	30.98	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	2.0	2.0	39	10.92	1166699.675	10.92	0	2935	18.791
36.754	1	62.0	30.98	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	2.0	2.0	39	10.92	1166699.675	10.92	0	2935	20.638
44.773	1	62.0	30.98	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	2.0	2.0	39	10.92	1166699.675	10.92	0	2935	25.801
50.788000000000004	1	62.0	30.98	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	2.0	2.0	39	10.92	1166699.675	10.92	0	2935	30.14
57.803999999999995	1	62.0	30.98	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	2.0	2.0	39	10.92	1166699.675	10.92	0	2935	35.098
