Time_Days	Prod_method	Mean_part_size	Encaps_rate	Hyper_wiener_index	PLGA_conc	PVA_conc_inner_phase	Inner_phase_volume	PLGA_Mw	diss_add_conc	diss_pH	PVA_Mw	PLGA_visc	PLGA_to_Placticizer	PVA_conc_outer_phase	S_no	pH_1_logd	Dreiding_energy	pH_0_logd	Fused_aliphatic_ring_count	C_no	Q_perc
46.855	1	0.42	70.8	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	62.538999999999994
50.846000000000004	1	0.42	70.8	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	66.218
55.879	1	0.42	70.8	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	66.218
59.87	1	0.42	70.8	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	66.218
64.902	1	0.42	70.8	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	66.218
69.935	1	0.42	70.8	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	66.218
0.0	1	0.67	27.3	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	0.0
0.34700000000000003	1	0.67	27.3	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	22.046
1.041	1	0.67	27.3	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	41.216
3.991	1	0.67	27.3	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	57.031000000000006
6.941	1	0.67	27.3	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	63.74100000000001
11.974	1	0.67	27.3	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	68.533
17.007	1	0.67	27.3	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	77.639
23.08	1	0.67	27.3	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	80.994
28.113000000000003	1	0.67	27.3	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	86.745
31.930999999999997	1	0.67	27.3	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	89.62100000000001
36.963	1	0.67	27.3	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	92.01700000000001
42.863	1	0.67	27.3	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	93.455
47.028	1	0.67	27.3	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	98.24700000000001
50.846000000000004	1	0.67	27.3	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	100.164
56.052	1	0.67	27.3	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	100.164
60.043	1	0.67	27.3	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	100.64399999999999
65.07600000000001	1	0.67	27.3	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	100.64399999999999
69.935	1	0.67	27.3	1012936979	10.0	1.0	2.0	46000	0.0	7.4	30000	0.525	0.0	0.3	22	0.0	16318.4	0.0	0	1901	100.164
0.21100000000000002	1	226.0	21.4	-593140135	10.0	0.0	0.5	34000	0.0	7.4	50000	0.38	0.0	1.0	15	0.0	76820.65	0.0	0	1390	10.092
0.986	1	226.0	21.4	-593140135	10.0	0.0	0.5	34000	0.0	7.4	50000	0.38	0.0	1.0	15	0.0	76820.65	0.0	0	1390	15.138
2.042	1	226.0	21.4	-593140135	10.0	0.0	0.5	34000	0.0	7.4	50000	0.38	0.0	1.0	15	0.0	76820.65	0.0	0	1390	20.183
6.972	1	226.0	21.4	-593140135	10.0	0.0	0.5	34000	0.0	7.4	50000	0.38	0.0	1.0	15	0.0	76820.65	0.0	0	1390	29.358
14.085	1	226.0	21.4	-593140135	10.0	0.0	0.5	34000	0.0	7.4	50000	0.38	0.0	1.0	15	0.0	76820.65	0.0	0	1390	46.788999999999994
0.0	1	64.0	39.0	61404185	8.0	1.25	5.0	16000	0.0	7.4	38000	0.2	0.0	0.0	6	0.0	1005.12	0.0	2	254	0.0
1.097	1	64.0	39.0	61404185	8.0	1.25	5.0	16000	0.0	7.4	38000	0.2	0.0	0.0	6	0.0	1005.12	0.0	2	254	18.174
2.1180000000000003	1	64.0	39.0	61404185	8.0	1.25	5.0	16000	0.0	7.4	38000	0.2	0.0	0.0	6	0.0	1005.12	0.0	2	254	28.926
4.14	1	64.0	39.0	61404185	8.0	1.25	5.0	16000	0.0	7.4	38000	0.2	0.0	0.0	6	0.0	1005.12	0.0	2	254	32.098
6.024	1	64.0	39.0	61404185	8.0	1.25	5.0	16000	0.0	7.4	38000	0.2	0.0	0.0	6	0.0	1005.12	0.0	2	254	33.149
7.975	1	64.0	39.0	61404185	8.0	1.25	5.0	16000	0.0	7.4	38000	0.2	0.0	0.0	6	0.0	1005.12	0.0	2	254	33.442
10.062000000000001	1	64.0	39.0	61404185	8.0	1.25	5.0	16000	0.0	7.4	38000	0.2	0.0	0.0	6	0.0	1005.12	0.0	2	254	34.492
13.963	1	64.0	39.0	61404185	8.0	1.25	5.0	16000	0.0	7.4	38000	0.2	0.0	0.0	6	0.0	1005.12	0.0	2	254	34.927
17.936	1	64.0	39.0	61404185	8.0	1.25	5.0	16000	0.0	7.4	38000	0.2	0.0	0.0	6	0.0	1005.12	0.0	2	254	38.695
21.976999999999997	1	64.0	39.0	61404185	8.0	1.25	5.0	16000	0.0	7.4	38000	0.2	0.0	0.0	6	0.0	1005.12	0.0	2	254	42.917
25.951	1	64.0	39.0	61404185	8.0	1.25	5.0	16000	0.0	7.4	38000	0.2	0.0	0.0	6	0.0	1005.12	0.0	2	254	47.745
29.994	1	64.0	39.0	61404185	8.0	1.25	5.0	16000	0.0	7.4	38000	0.2	0.0	0.0	6	0.0	1005.12	0.0	2	254	53.937
