Time_Days	Prod_method	Mean_part_size	Encaps_rate	Hyper_wiener_index	PLGA_conc	PVA_conc_inner_phase	Inner_phase_volume	PLGA_Mw	diss_add_conc	diss_pH	PVA_Mw	PLGA_visc	PLGA_to_Placticizer	PVA_conc_outer_phase	S_no	pH_1_logd	Dreiding_energy	pH_0_logd	Fused_aliphatic_ring_count	C_no	Q_perc
0.0	1	58.22	46.91	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	10.0	2.0	39	10.92	1166699.675	10.92	0	2935	0.0
0.835	1	58.22	46.91	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	10.0	2.0	39	10.92	1166699.675	10.92	0	2935	6.843999999999999
2.005	1	58.22	46.91	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	10.0	2.0	39	10.92	1166699.675	10.92	0	2935	10.782
9.021	1	58.22	46.91	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	10.0	2.0	39	10.92	1166699.675	10.92	0	2935	12.629000000000001
16.038	1	58.22	46.91	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	10.0	2.0	39	10.92	1166699.675	10.92	0	2935	13.23
23.89	1	58.22	46.91	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	10.0	2.0	39	10.92	1166699.675	10.92	0	2935	15.074000000000002
29.905	1	58.22	46.91	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	10.0	2.0	39	10.92	1166699.675	10.92	0	2935	16.715999999999998
36.754	1	58.22	46.91	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	10.0	2.0	39	10.92	1166699.675	10.92	0	2935	17.941
44.773	1	58.22	46.91	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	10.0	2.0	39	10.92	1166699.675	10.92	0	2935	20.199
50.788000000000004	1	58.22	46.91	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	10.0	2.0	39	10.92	1166699.675	10.92	0	2935	23.916
57.803999999999995	1	58.22	46.91	-429981997	13.33	0.0	3.0	46000	0.0	7.4	5000	0.63	10.0	2.0	39	10.92	1166699.675	10.92	0	2935	27.421999999999997
0.925	1	48.0	60.39	-70193260	20.0	1.0	1.0	34000	0.0	7.4	50000	0.4	0.0	0.3	10	0.0	8261.69	0.0	0	607	1.325
8.014	1	48.0	60.39	-70193260	20.0	1.0	1.0	34000	0.0	7.4	50000	0.4	0.0	0.3	10	0.0	8261.69	0.0	0	607	1.84
15.01	1	48.0	60.39	-70193260	20.0	1.0	1.0	34000	0.0	7.4	50000	0.4	0.0	0.3	10	0.0	8261.69	0.0	0	607	2.3569999999999998
22.006999999999998	1	48.0	60.39	-70193260	20.0	1.0	1.0	34000	0.0	7.4	50000	0.4	0.0	0.3	10	0.0	8261.69	0.0	0	607	3.0989999999999998
29.006999999999998	1	48.0	60.39	-70193260	20.0	1.0	1.0	34000	0.0	7.4	50000	0.4	0.0	0.3	10	0.0	8261.69	0.0	0	607	4.515
0.982	1	20.0	88.35	-70193260	20.0	1.0	1.0	10000	0.0	7.4	50000	0.16	100.0	0.3	10	18.14	8261.69	18.14	0	607	13.97
8.054	1	20.0	88.35	-70193260	20.0	1.0	1.0	10000	0.0	7.4	50000	0.16	100.0	0.3	10	18.14	8261.69	18.14	0	607	15.668
